trade_date,entry_ts,exit_ts,hold_n,active_stocks,pool_size,avg_pred_score,strategy_ret,benchmark_pool_ret,benchmark_hs300_ret,benchmark_zz500_ret,benchmark_zz1000_ret,weighting_mode,portfolio_turnover,portfolio_concentration,portfolio_weight_entropy,timing_exposure,timing_enabled,timing_market_vol,timing_crowding,timing_momentum,timing_vol_z,timing_crowding_z,timing_momentum_z,timing_vol_threshold,timing_momentum_threshold,opt_iterations,opt_converged,state_market_vol,state_crowding,state_style_dispersion,state_vol_z,state_crowding_z,state_style_z,dynamic_expected_scale,dynamic_risk_scale,dynamic_style_scale,dynamic_industry_scale,dynamic_tc_scale,opt_turnover,opt_expected_ret_score,opt_style_exposure_dev,opt_industry_dev,opt_crowding_exposure,opt_liquidity_utilization,opt_effective_max_weight,execution_model,avg_fill_ratio,cash_drag_weight,extra_cost_bps,latency_bars,latency_penalty,strategy_net,strategy_cum_return,strategy_cum_ret,benchmark_pool_net,benchmark_pool_cum_return,benchmark_pool_cum_ret,excess_vs_pool_ret,excess_vs_pool_net,excess_vs_pool_cum_return,excess_vs_pool_cum_ret,benchmark_hs300_net,benchmark_hs300_cum_return,benchmark_hs300_cum_ret,excess_vs_hs300_ret,excess_vs_hs300_net,excess_vs_hs300_cum_return,excess_vs_hs300_cum_ret,benchmark_zz500_net,benchmark_zz500_cum_return,benchmark_zz500_cum_ret,excess_vs_zz500_ret,excess_vs_zz500_net,excess_vs_zz500_cum_return,excess_vs_zz500_cum_ret,benchmark_zz1000_net,benchmark_zz1000_cum_return,benchmark_zz1000_cum_ret,excess_vs_zz1000_ret,excess_vs_zz1000_net,excess_vs_zz1000_cum_return,excess_vs_zz1000_cum_ret,benchmark_ret,benchmark_net,benchmark_cum_return,benchmark_cum_ret,excess_ret,excess_net,excess_cum_return,excess_cum_ret
2024-10-08,2024-10-09,2024-10-16,5,8,50,0.8510737707107883,-0.008123547948423949,-0.0543184855264054,-0.03144476822959874,-0.04786788433934419,-0.035465605564848346,dynamic_opt,0.9999999999989999,0.002281107475598428,0.40285013834426925,1.0,1.0,0.34567744464783406,2.1235012631978796,-0.05292821918488723,0.0,0.0,0.0,0.7565824509723184,-0.4286304829340774,220.0,0.0,0.34567744464783406,0.5437731010099206,0.9999999999390495,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999989999,-0.011049311322237578,0.7963644561852558,1.0001999228848035e-12,0.08864154325297412,0.9999999999921544,0.25,1.0,0.4009413684813175,0.9013859605665236,0.22452716577595253,1.0,0.03,0.991876452051576,-0.00812354794842396,-0.00812354794842396,0.9456815144735946,-0.05431848552640539,-0.05431848552640539,0.046194937577981446,1.0461949375779815,0.04619493757798154,0.04619493757798154,0.9685552317704013,-0.03144476822959874,-0.03144476822959874,0.023321220281174792,1.0233212202811748,0.02332122028117478,0.02332122028117478,0.9521321156606558,-0.04786788433934419,-0.04786788433934419,0.039744336390920246,1.0397443363909202,0.03974433639092023,0.03974433639092023,0.9645343944351517,-0.035465605564848346,-0.035465605564848346,0.027342057616424397,1.0273420576164245,0.027342057616424498,0.027342057616424498,-0.0543184855264054,0.9456815144735946,-0.05431848552640539,-0.05431848552640539,0.046194937577981446,1.0461949375779815,0.04619493757798154,0.04619493757798154
2024-10-15,2024-10-16,2024-10-23,5,8,50,0.9846715328355562,0.0005458568239867234,0.017189342015272942,0.03696116676397154,0.057734832326451935,0.06866500550752996,dynamic_opt,1.0745536024091626,0.0011698599212737835,0.38846478259769646,1.0,1.0,-0.046030092836195954,0.7508839833875807,-0.06448734502543786,0.0,0.0,0.0,0.7565824509723184,-0.4286304829340774,220.0,0.0,-0.046030092836195954,0.5281598953286119,0.9999999999442345,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0745536024091626,0.1922873310476839,0.7529865472518001,9.99866855977416e-13,-0.2423226175756762,0.9999999999915429,0.25,1.0,0.33409008626437714,0.9117613454281123,0.1944833325307147,1.0,0.03,0.9924178745814801,-0.0075821254185198805,-0.0075821254185198805,0.9619371574634025,-0.03806284253659753,-0.03806284253659753,-0.01664348519128622,1.0287826076272037,0.02878260762720375,0.02878260762720375,1.0043541632119841,0.004354163211984119,0.004354163211984119,-0.03641530993998482,0.9860566608764723,-0.013943339123527743,-0.013943339123527743,1.0071033037109538,0.007103303710953801,0.007103303710953801,-0.05718897550246521,0.9802824230082329,-0.019717576991767127,-0.019717576991767127,1.0307641539412433,0.030764153941243322,0.030764153941243322,-0.06811914868354324,0.957360391244794,-0.042639608755206004,-0.042639608755206004,0.017189342015272942,0.9619371574634025,-0.03806284253659753,-0.03806284253659753,-0.01664348519128622,1.0287826076272037,0.02878260762720375,0.02878260762720375
2024-10-22,2024-10-23,2024-10-30,5,7,50,0.9109924192332178,-0.000701590951150988,0.0012458061003637578,-0.021081196584423534,0.010655630002373462,0.019609972121990893,dynamic_opt,1.0538022206718234,0.000907337193889265,0.33334747814650173,1.0,1.0,0.007478594789130849,0.7403833631854789,-0.13257421377277512,0.0,0.0,0.0,0.7565824509723184,-0.4286304829340774,220.0,0.0,0.007478594789130849,0.6483356107766165,0.9999999999539612,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0538022206718234,0.702109346247528,0.45887439755460807,9.999778782798785e-13,-0.0239729304345461,0.9999999999942552,0.25,1.0,0.4022222471205734,0.9254463928263201,0.23950616901565067,1.0,0.03,0.9917216031809133,-0.008278396819086709,-0.008278396819086709,0.963135544642337,-0.03686445535766303,-0.03686445535766303,-0.0019473970515147458,1.026779159410461,0.02677915941046094,0.02677915941046094,0.9831811756569281,-0.016818824343071914,-0.016818824343071914,0.020379605633272548,1.0061521067571964,0.006152106757196352,0.006152106757196352,1.0178346238894658,0.017834623889465773,0.017834623889465773,-0.01135722095352445,0.969149138933272,-0.030850861066727964,-0.030850861066727964,1.0509774102643787,0.05097741026437874,0.05097741026437874,-0.02031156307314188,0.9379149052742976,-0.06208509472570245,-0.06208509472570245,0.0012458061003637578,0.963135544642337,-0.03686445535766303,-0.03686445535766303,-0.0019473970515147458,1.026779159410461,0.02677915941046094,0.02677915941046094
2024-10-29,2024-10-30,2024-11-06,5,9,49,0.9481923878406014,0.0014559157267419564,0.03268691618737945,0.034666607018114526,0.04930734057630648,0.04549430361798379,dynamic_opt,1.0614155848875158,0.0009294716232007449,0.32031929205128573,1.0,1.0,0.002225116964431656,0.7934733851055601,-0.22112038731028538,0.0,0.0,0.0,0.7565824509723184,-0.4286304829340774,10.0,1.0,0.002225116964431656,0.6604773516513882,0.9999999999578776,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0614155848875158,0.19213168869876415,0.7660319534433228,1.000088900582341e-12,0.09010136550636037,0.9999999999940213,0.25,1.0,0.2611353958185358,0.9293784674184726,0.23537746809002832,1.0,0.03,0.9931654662595342,-0.006834533740465831,-0.006834533740465831,0.9946174754671472,-0.005382524532852817,-0.005382524532852817,-0.031231000460637492,0.9947118190099398,-0.005288180990060232,-0.005288180990060232,1.0172647311010345,0.017264731101034547,0.017264731101034547,-0.03321069129137257,0.972737099747519,-0.027262900252481015,-0.027262900252481015,1.0680213423399405,0.0680213423399405,0.0680213423399405,-0.047851424849564526,0.9227739717435864,-0.07722602825641356,-0.07722602825641356,1.0987908956625887,0.0987908956625887,0.0987908956625887,-0.044038387891241836,0.8966106448668507,-0.10338935513314929,-0.10338935513314929,0.03268691618737945,0.9946174754671472,-0.005382524532852817,-0.005382524532852817,-0.031231000460637492,0.9947118190099398,-0.005288180990060232,-0.005288180990060232
2024-11-05,2024-11-06,2024-11-13,5,1,49,0.7784671532802129,0.001597173987799357,0.004037738663025399,0.02152110077745517,0.021883555533354082,0.028793173830835794,dynamic_opt,0.24522153258135285,0.03048515999993904,0.3047219831705504,1.0,1.0,0.1650947581414179,0.9274848082548677,-0.1099720941664347,0.0,0.0,0.0,0.7565824509723184,-0.4286304829340774,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.1746,0.8254000000001745,0.045000000000000005,1.0,0.03,0.9947517243078245,-0.0052482756921754525,-0.0052482756921754525,0.9986334809027617,-0.0013665190972382835,-0.0013665190972382835,-0.0024405646752260423,0.9922841604824343,-0.007715839517565715,-0.007715839517565715,1.0391573878964107,0.039157387896410656,0.039157387896410656,-0.019923926789655814,0.9533563569865673,-0.04664364301343271,-0.04664364301343271,1.091393446695844,0.09139344669584393,0.09139344669584393,-0.020286381545554726,0.9040542268724892,-0.09594577312751085,-0.09594577312751085,1.1304285729251413,0.13042857292514132,0.13042857292514132,-0.027195999843036438,0.872226421909787,-0.12777357809021295,-0.12777357809021295,0.004037738663025399,0.9986334809027617,-0.0013665190972382835,-0.0013665190972382835,-0.0024405646752260423,0.9922841604824343,-0.007715839517565715,-0.007715839517565715
2024-11-12,2024-11-13,2024-11-20,5,11,50,0.914149088114263,-0.006500199455001675,-0.022930800091503563,-0.03043550180131338,-0.04272488710176514,-0.03453466069565758,dynamic_opt,1.1745999999988255,0.006570031042775221,0.510199802413243,1.0,1.0,0.26707321833179576,0.9136877067946494,-0.26161530092340113,0.0,0.0,0.0,0.7565824509723184,-0.4286304829340774,82.0,1.0,0.26707321833179576,0.4773714075488521,0.9999999999602781,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.1745999999988255,0.1228258146656504,1.0104801674705641,1.000088900582341e-12,-0.09918526624291757,0.9999999999944283,0.25,1.0,0.20111970147550162,0.8585864304413768,0.23087010078747794,1.0,0.03,0.9882856396916169,-0.011714360308383132,-0.011714360308383132,0.9757340161874981,-0.02426598381250189,-0.02426598381250189,0.01643060063650189,1.0085879852412476,0.008587985241247598,0.008587985241247598,1.0075301113452413,0.007530111345241286,0.007530111345241286,0.023935302346311707,0.9761752296348192,-0.023824770365180825,-0.023824770365180825,1.0447637849021576,0.0447637849021576,0.0447637849021576,0.03622468764676347,0.9368033088566814,-0.0631966911433186,-0.0631966911433186,1.091389605718495,0.09138960571849508,0.09138960571849508,0.02803446124065591,0.8966788197278931,-0.1033211802721069,-0.1033211802721069,-0.022930800091503563,0.9757340161874981,-0.02426598381250189,-0.02426598381250189,0.01643060063650189,1.0085879852412476,0.008587985241247598,0.008587985241247598
2024-11-19,2024-11-20,2024-11-27,5,11,50,0.7257154588554293,-0.006220001398516231,-0.035371310491900655,-0.019752253828805855,-0.03128184247019994,-0.021139523993957465,dynamic_opt,1.1098911628182078,0.0033214919760153143,0.6134621097293027,1.0,1.0,0.36378149935833426,0.6858608836419783,-0.15771391509336652,0.0,0.0,0.0,0.7565824509723184,-0.4286304829340774,220.0,0.0,0.36378149935833426,0.535816120897314,0.9999999999586966,4.0,-0.08082488984086382,0.4568454702442055,0.4,2.6,1.0685268205366307,1.0913690940488412,1.0,1.1098911628182078,0.1329055516731634,0.8454632158353979,1.000088900582341e-12,0.26294661971853706,0.9999999999922257,0.25,1.0,0.22135488292189084,0.847856126423678,0.2328848144135153,1.0,0.03,0.9821385016306016,-0.017861498369398432,-0.017861498369398432,0.9412210253434209,-0.05877897465657911,-0.05877897465657911,0.029151309093384425,1.037989645346889,0.03798964534688909,0.03798964534688909,0.987629120845785,-0.012370879154214975,-0.012370879154214975,0.013532252430289625,0.9893850792584336,-0.010614920741566447,-0.010614920741566447,1.0120816487642785,0.01208164876427853,0.01208164876427853,0.02506184107168371,0.9602813244986749,-0.03971867550132513,-0.03971867550132513,1.0683181489616531,0.06831814896165311,0.06831814896165311,0.014919522595441236,0.910056839639677,-0.08994316036032302,-0.08994316036032302,-0.035371310491900655,0.9412210253434209,-0.05877897465657911,-0.05877897465657911,0.029151309093384425,1.037989645346889,0.03798964534688909,0.03798964534688909
2024-11-26,2024-11-27,2024-12-04,5,6,50,0.6538029078634965,0.008126954780184086,0.031381040683863284,0.006017847247727914,0.012805134663821383,0.01410128093322327,dynamic_opt,1.1003801281900847,0.0034856176874705595,0.4621029963115563,1.0,1.0,0.3227249515859277,0.5899992058912953,-0.2226517400730414,0.0,0.0,0.0,0.7565824509723184,-0.4286304829340774,220.0,0.0,0.3227249515859277,0.7648694226423044,0.9999999999586556,0.7858080716210297,4.0,0.43502468149381474,0.4,2.314323228648412,1.8652537022240723,1.087004936298763,2.2,1.1003801281900847,-0.13354464084880954,1.3234771251461213,9.999778782798785e-13,-0.36843742990280265,0.999999999995,0.25,1.0,0.4575862016733578,0.8751392971545755,0.23648682621852,1.0,0.03,0.9901202968212313,-0.00987970317876874,-0.00987970317876874,0.9707575206322303,-0.02924247936776969,-0.02924247936776969,-0.023254085903679198,1.0138521449668632,0.013852144966863156,0.013852144966863156,0.9935725220324427,-0.006427477967557271,-0.006427477967557271,0.002109107532456172,0.9914717987815973,-0.008528201218402698,-0.008528201218402698,1.0250414905674874,0.02504149056748739,0.02504149056748739,-0.004678179883637296,0.9557889557237726,-0.04421104427622735,-0.04421104427622735,1.0833828033062225,0.0833828033062225,0.0833828033062225,-0.005974326153039184,0.9046198632618655,-0.0953801367381345,-0.0953801367381345,0.031381040683863284,0.9707575206322303,-0.02924247936776969,-0.02924247936776969,-0.023254085903679198,1.0138521449668632,0.013852144966863156,0.013852144966863156
2024-12-03,2024-12-04,2024-12-11,5,5,50,0.8207393393258671,0.001749915667426607,0.011969229613182275,0.014825888544549581,0.028546911436283517,0.039070289905873246,dynamic_opt,1.1248607028444244,0.00818231767984123,0.5181967501876547,0.9693609904125953,1.0,0.2790642477391765,0.749367685121705,-0.2769399573949227,0.3063900958740468,-0.13506581807313275,-1.1583632534697212,0.7565824509723184,-0.4286304829340774,220.0,0.0,0.2790642477391765,0.747543637181471,0.9999999999549988,0.0836312924393161,2.069846965280911,-0.6314537031887053,0.4928580565656402,1.550914258295954,1.5086874485344879,1.1262907406377412,1.6209540895842731,1.1248607028444244,-0.01619106020935815,1.4230644007221573,1.000088900582341e-12,-0.03916781812373954,0.999999999995,0.25,1.0,0.17185421553387395,0.8380271004559299,0.2377125996833142,1.0,0.03,0.9918529238412758,-0.008147076158724231,-0.008147076158724231,0.9823767402954011,-0.01762325970459888,-0.01762325970459888,-0.010219313945755669,1.003491271602869,0.003491271602868995,0.003491271602868995,1.0083031175050228,0.008303117505022772,0.008303117505022772,-0.013075972877122975,0.9785073404322968,-0.021492659567703187,-0.021492659567703187,1.0543032592172334,0.054303259217233446,0.054303259217233446,-0.02679699576885691,0.9301766831213226,-0.06982331687867738,-0.06982331687867738,1.1257108835104344,0.12571088351043436,0.12571088351043436,-0.03732037423844664,0.8708591114214002,-0.12914088857859984,-0.12914088857859984,0.011969229613182275,0.9823767402954011,-0.01762325970459888,-0.01762325970459888,-0.010219313945755669,1.003491271602869,0.003491271602868995,0.003491271602868995
2024-12-10,2024-12-11,2024-12-18,5,9,50,0.8900502021356648,-0.00024155762702938836,-0.007523263928461155,-0.01176810950376217,-0.026209070290659775,-0.0390090601227725,dynamic_opt,1.1073266756329296,0.0003286722350273769,0.27258968345235574,0.634921861661467,1.0,0.3698979780669041,1.0733533091769458,-0.10820675237640912,0.7171500677094639,3.3450047953462625,0.5142168495879968,0.7565824509723184,-0.4286304829340774,220.0,0.0,0.3698979780669041,0.7761488896028436,0.9999999999509667,0.7997776146277756,1.836070646971871,-1.2130940762246514,0.4,1.778928707594078,1.5491782408280719,1.2426188152449302,1.5508211940915613,1.1073266756329296,0.15171694614567144,0.8358022586448882,9.99866855977416e-13,0.06721686927082927,0.9999999999916578,0.25,1.0,0.2344296883255563,0.9466428685136451,0.2382502201687595,1.0,0.03,0.9916133342026305,-0.008386665797369464,-0.008386665797369464,0.9749860608009775,-0.025013939199022506,-0.025013939199022506,0.0072817063014317665,1.0107984003187314,0.01079840031873136,0.01079840031873136,0.9964372960052389,-0.0035627039947611072,-0.0035627039947611072,0.011526551876732781,0.9897861560535534,-0.010213843946446644,-0.010213843946446644,1.0266709509887373,0.026670950988737285,0.026670950988737285,0.025967512663630385,0.9543310579196892,-0.045668942080310804,-0.045668942080310804,1.0817979599747165,0.0817979599747165,0.0817979599747165,0.03876750249574311,0.9046201441968699,-0.09537985580313013,-0.09537985580313013,-0.007523263928461155,0.9749860608009775,-0.025013939199022506,-0.025013939199022506,0.0072817063014317665,1.0107984003187314,0.01079840031873136,0.01079840031873136
2024-12-17,2024-12-18,2024-12-25,5,10,50,0.8781355288420444,0.002166006505176763,-0.000590970650505902,0.011095946360755615,-0.008206852000538167,-0.01633039955015203,dynamic_opt,1.018860257040354,0.004698417072814745,0.5371984272476125,0.9517000867656505,1.0,0.34021763573728747,0.7221308902330374,-0.2053599760789967,0.4829991323434949,-0.2963371399994903,-0.5292418280819232,0.7565824509723184,-0.4286304829340774,220.0,0.0,0.34021763573728747,0.5588227651181166,0.9999999999430161,0.4868830648627509,-0.5365789279307495,-1.8484912815353165,0.5455508031079553,1.1947532259451004,1.2772736922302974,1.3696982563070632,1.0,1.018860257040354,0.5338632304308705,0.5131547851254621,9.999778782798785e-13,-0.05029144677941715,0.9999999999917967,0.25,1.0,0.35425537361284265,0.8590846512593401,0.22071668123957086,1.0,0.03,0.9937611751351334,-0.006238824864866599,-0.006238824864866599,0.9744098726543917,-0.025590127345608282,-0.025590127345608282,0.002756977155682665,1.0135851484174105,0.013585148417410542,0.013585148417410542,1.0074937107935693,0.007493710793569308,0.007493710793569308,-0.008929939855578852,0.9809474252101105,-0.01905257478988953,-0.01905257478988953,1.018245214440721,0.018245214440721025,0.018245214440721025,0.01037285850571493,0.9642301989510994,-0.035769801048900596,-0.035769801048900596,1.06413176705579,0.06413176705578993,0.06413176705578993,0.018496406055328794,0.9213523657097652,-0.0786476342902348,-0.0786476342902348,-0.000590970650505902,0.9744098726543917,-0.025590127345608282,-0.025590127345608282,0.002756977155682665,1.0135851484174105,0.013585148417410542,0.013585148417410542
